code_etab;id_contrib;comment_1;note_globale_1;sentiment_SERVICE_1;target_SERVICE_1;sample_SERVICE_1;sentiment_AMBIANCE_1;target_AMBIANCE_1;sample_AMBIANCE_1;sentiment_QUALITY_1;target_QUALITY_1;sample_QUALITY_1;sentiment_PRICE_1;target_PRICE_1;sample_PRICE_1;sentiment_GENERAL_1;target_GENERAL_1;sample_GENERAL_1;sentiment_LOCATION_1;target_LOCATION_1;sample_LOCATION_1;comment_2;note_globale_2;sentiment_SERVICE_2;target_SERVICE_2;sample_SERVICE_2;sentiment_AMBIANCE_2;target_AMBIANCE_2;sample_AMBIANCE_2;sentiment_QUALITY_2;target_QUALITY_2;sample_QUALITY_2;sentiment_PRICE_2;target_PRICE_2;sample_PRICE_2;sentiment_GENERAL_2;target_GENERAL_2;sample_GENERAL_2;sentiment_LOCATION_2;target_LOCATION_2;sample_LOCATION_2;comment_3;note_globale_3;sentiment_SERVICE_3;target_SERVICE_3;sample_SERVICE_3;sentiment_AMBIANCE_3;target_AMBIANCE_3;sample_AMBIANCE_3;sentiment_QUALITY_3;target_QUALITY_3;sample_QUALITY_3;sentiment_PRICE_3;target_PRICE_3;sample_PRICE_3;sentiment_GENERAL_3;target_GENERAL_3;sample_GENERAL_3;sentiment_LOCATION_3;target_LOCATION_3;sample_LOCATION_3;summary_SERVICE;summary_AMBIANCE;summary_QUALITY;summary_PRICE;summary_GENERAL;summary_LOCATION
51254932;5667cc9ad1db7e18d3038feb;"bonne cuisine familiale, rapide, ambiance de cafe, tres bien pour un repas rapide, simple et copieux, tres bien pour un repas du midi. qualite / prix super";5;"-";"-";"-";"positive";"ambiance";"ambiance de cafe";"positive";"cuisine, repas, repas du midi";"tres bien pour un repas du midi";"positive";"qualite / prix";"qualite / prix super";"-";"-";"-";"-";"-";"-";"bonne cuisine familiale, rapide, ambiance de cafe, tres bien pour un repas rapide, simple et copieux, tres bien pour un repas du midi. qualite / prix super";5;"-";"-";"-";"positive";"ambiance";"ambiance de cafe";"positive";"cuisine, repas, repas du midi";"tres bien pour un repas du midi";"positive";"qualite / prix";"qualite / prix super";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"-";"-"
51259719;5667cc9ad1db7e18d3039102;"Pour les personnes ne supportant pas le gluten, les végétaliens ou simplement pour ceux qui veulent découvrir des saveurs originales...A essayer!";5;"-";"-";"-";"-";"-";"-";"negative";"saveurs originales";"les végétaliens ou simplement pour ceux qui veulent découvrir des saveurs originales";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Restaurant adapté à tous, j'avais fêté mon anniversaire à environ 20 personnes et tout le monde a très bien mangé. Les simili sont bluffants, les plats sont très très bons.";5;"-";"-";"-";"-";"-";"-";"positive";"plats";"les plats sont très très bons";"-";"-";"-";"positive";"Restaurant";"Restaurant adapté à tous";"-";"-";"-";"Pour les personnes ne supportant pas le gluten, les végétaliens ou simplement pour ceux qui veulent découvrir des saveurs originales...A essayer!";5;"-";"-";"-";"-";"-";"-";"negative";"saveurs originales";"les végétaliens ou simplement pour ceux qui veulent découvrir des saveurs originales";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"neutral";"-";"positive";"-"
51262416;5667ccb6d1db7e18d303b3b1;"Un endroit que j'ai testé une fois et c'etait pas mal les pizzas pas mal aussi, assez copieuse, et le service rapide. J'aime bien aller dans un resto ou on se sent bien et ou on est vite servis.";5;"positive";"service";"et le service rapide";"-";"-";"-";"positive";"pizzas";"Un endroit que j'ai testé une fois et c'etait pas mal les pizzas pas mal aussi";"-";"-";"-";"positive";"endroit, resto";"J'aime bien aller dans un resto ou on se sent bien et ou on est vite servis";"-";"-";"-";"Un endroit que j'ai testé une fois et c'etait pas mal les pizzas pas mal aussi, assez copieuse, et le service rapide. J'aime bien aller dans un resto ou on se sent bien et ou on est vite servis.";5;"positive";"service";"et le service rapide";"-";"-";"-";"positive";"pizzas";"Un endroit que j'ai testé une fois et c'etait pas mal les pizzas pas mal aussi";"-";"-";"-";"positive";"endroit, resto";"J'aime bien aller dans un resto ou on se sent bien et ou on est vite servis";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"positive";"-"
51266633;5667cc9ad1db7e18d30390c4;"Très bon accueil et plats délicieux mais desserts a revoir dans l'ensemble satisfaisant";3;"positive";"accueil";"Très bon accueil et plats délicieux mais desserts a revoir dans l'ensemble satisfaisant";"-";"-";"-";"positive";"plats, desserts";"Très bon accueil et plats délicieux mais desserts a revoir dans l'ensemble satisfaisant";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Très bon accueil et plats délicieux mais desserts a revoir dans l'ensemble satisfaisant";3;"positive";"accueil";"Très bon accueil et plats délicieux mais desserts a revoir dans l'ensemble satisfaisant";"-";"-";"-";"positive";"plats, desserts";"Très bon accueil et plats délicieux mais desserts a revoir dans l'ensemble satisfaisant";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"-";"-"
51269065;5667cc9ad1db7e18d30391b3;"Ce restaurant est le contraire de la normalité. Il est hors norme, d'ailleurs il devrait figurer au MICHELIN. Tout est bon, essayez de prendre à défaut le cuisinier sur un plat, vous perdrez votre temps. Les parfums de ses préparations embaument vos papilles, vos sens olfactifs et gustatifs sont immédiatement mis en éveil. Ce n'est pas de la cuisine c'est du grand art vietnamien. Le tout avec les sourires et l'amitié insufflés par le patron et sa fille.";5;"positive";"patron";"Le tout avec les sourires et l'amitié insufflés par le patron et sa fille";"-";"-";"-";"positive";"plat, cuisine";"Ce n'est pas de la cuisine c'est du grand art vietnamien";"-";"-";"-";"positive";"restaurant";"Ce restaurant est le contraire de la normalité";"-";"-";"-";"Accueil très sympa,toujours le sourire . On peut y manger de bonne heure . Nourriture en bonne quantité et très bonne . Carte assez diversifié compte tenue de la taille 24 places.";5;"positive";"Accueil";"Accueil très sympa";"-";"-";"-";"positive";"Carte";"Carte assez diversifié compte tenue de la taille 24 places";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Ce restaurant est le contraire de la normalité. Il est hors norme, d'ailleurs il devrait figurer au MICHELIN. Tout est bon, essayez de prendre à défaut le cuisinier sur un plat, vous perdrez votre temps. Les parfums de ses préparations embaument vos papilles, vos sens olfactifs et gustatifs sont immédiatement mis en éveil. Ce n'est pas de la cuisine c'est du grand art vietnamien. Le tout avec les sourires et l'amitié insufflés par le patron et sa fille.";5;"positive";"patron";"Le tout avec les sourires et l'amitié insufflés par le patron et sa fille";"-";"-";"-";"positive";"plat, cuisine";"Ce n'est pas de la cuisine c'est du grand art vietnamien";"-";"-";"-";"positive";"restaurant";"Ce restaurant est le contraire de la normalité";"-";"-";"-";"positive";"-";"positive";"-";"positive";"-"
51273505;5667ccb7d1db7e18d303b873;"Restaurant comme tout les autres de la même enseigne, on n'y va pas pour sa gastronomie. Je n'y vais que le dimanche midi donc l'attente est acceptable. Nous sommes toujours bien accueillis, les plats arrivent vite, surtout pour les enfants. Le dimanche, ces derniers ont droit à des pièces pour l'arcade de jeux qui se trouve dans le restaurant, ils sont contents.";4;"negative";"attente";"Je n'y vais que le dimanche midi donc l'attente est acceptable";"-";"-";"-";"negative";"plats";"les plats arrivent vite";"-";"-";"-";"negative";"Restaurant, restaurant";"Restaurant comme tout les autres de la même enseigne";"-";"-";"-";"bonne soirée, repas très sympa, service un peu long mais vu le monde venu ce soir là c'est normal. Super serveur table 10. merci.";4;"positive";"service, serveur";"Super serveur table 10";"-";"-";"-";"positive";"repas";"repas très sympa";"-";"-";"-";"-";"-";"-";"-";"-";"-";"nous venions souvent mais nous avons été déçu  par rapport a la qualité au temps d'attente et au niveau du service dommage il faudrait peu être qu'il est du changement.";4;"negative";"attente, service";"nous venions souvent mais nous avons été déçu  par rapport a la qualité au temps d'attente et au niveau du service dommage il faudrait peu être qu'il est du changement";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"neutral";"-";"neutral";"-";"negative";"-"
51274168;5667ccb7d1db7e18d303b7d1;"lieux très agréable, très bon service et repas de qualité avec de bons produits frais. je recommande à tout les niveaux. Simon";5;"positive";"service";"très bon service et repas de qualité avec de bons produits frais";"positive";"lieux";"lieux très agréable";"positive";"repas, produits";"très bon service et repas de qualité avec de bons produits frais";"-";"-";"-";"-";"-";"-";"-";"-";"-";"lieux très agréable, très bon service et repas de qualité avec de bons produits frais. je recommande à tout les niveaux. Simon";5;"positive";"service";"très bon service et repas de qualité avec de bons produits frais";"positive";"lieux";"lieux très agréable";"positive";"repas, produits";"très bon service et repas de qualité avec de bons produits frais";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"-";"-";"-"
51277889;5667cc9bd1db7e18d3039446;"Très bien , agréable , propre , halte facile sur la route du midi , stationnement à l'arrière";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"petit hôtel partiellement rénové, accueil très sympathique , chambre  correcte, lit confortable,sanitaires en excellent état ,espace suffisant";4;"positive";"accueil";"accueil très sympathique";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Très bien , agréable , propre , halte facile sur la route du midi , stationnement à l'arrière";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"-";"-";"-";"-"
51280268;5667cc9bd1db7e18d3039679;"Des plats biens préparés et bien présentés. Voila ce qu’on y trouve. En revanche l’accueil est discret et un peu triste.";3;"positive";"accueil";"En revanche l’accueil est discret et un peu triste";"-";"-";"-";"positive";"plats";"Des plats biens préparés et bien présentés";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Des plats biens préparés et bien présentés. Voila ce qu’on y trouve. En revanche l’accueil est discret et un peu triste.";3;"positive";"accueil";"En revanche l’accueil est discret et un peu triste";"-";"-";"-";"positive";"plats";"Des plats biens préparés et bien présentés";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"-";"-"
51281958;5667cc9bd1db7e18d3039597;"un restaurant perdu au milieu d'une petite bourgade typique ; un accueil sympathique ; une salle conviviale ; le menu proposé est emprunt de simplicité, peut-être trop ! la carte de visite stipule d'ailleurs cuisine traditionnelle ; Un peu dommage en fait, que cette carte ne sorte pas du tout des sentiers battus ! on retrouve pêle-mêle du saumon, de la terrine de campagne, du poulet, de la dinde ; c'est propre certes, mais tout cela manque, hélas d'originalité ! le pris est à la hauteur des attentes ; il n'y a pas de mauvaise surprise ; mais je pense sincèrement que quelques sophistications seraient les bienvenues...";3;"positive";"accueil";"un accueil sympathique";"-";"-";"-";"positive";"menu, carte";"la carte de visite stipule d'ailleurs cuisine traditionnelle";"-";"-";"-";"positive";"restaurant";"un restaurant perdu au milieu d'une petite bourgade typique";"-";"-";"-";"un restaurant perdu au milieu d'une petite bourgade typique ; un accueil sympathique ; une salle conviviale ; le menu proposé est emprunt de simplicité, peut-être trop ! la carte de visite stipule d'ailleurs cuisine traditionnelle ; Un peu dommage en fait, que cette carte ne sorte pas du tout des sentiers battus ! on retrouve pêle-mêle du saumon, de la terrine de campagne, du poulet, de la dinde ; c'est propre certes, mais tout cela manque, hélas d'originalité ! le pris est à la hauteur des attentes ; il n'y a pas de mauvaise surprise ; mais je pense sincèrement que quelques sophistications seraient les bienvenues...";3;"positive";"accueil";"un accueil sympathique";"-";"-";"-";"positive";"menu, carte";"la carte de visite stipule d'ailleurs cuisine traditionnelle";"-";"-";"-";"positive";"restaurant";"un restaurant perdu au milieu d'une petite bourgade typique";"-";"-";"-";"-";3;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"positive";"-"
51282518;5667cc9bd1db7e18d30395db;"Accueil plus qu’expéditif, on vous jette les couverts sur la table. Pour ma part j'avais commandé une pizza 4 fromages, celle-ci était CARBONISÉE, de plus la garniture était trop légère et la patte trop fine. Mon amie avait commandé des tagliatelles au jambon serrano, j'aurais plutôt dit du jambon aux pattes car il y en avait beaucoup trop, elles était donc extrêmement salées. En bref coup de revient de la pizza 1€50 pour 12€ payés à la caisse : BONNE OPÉRATION !! Ils ne sont pas près de me voir y remettre les pieds.";2;"negative";"Accueil";"Accueil plus qu’expéditif";"-";"-";"-";"negative";"pizza, patte, tagliatelles au jambon serrano, pizza";"Pour ma part j'avais commandé une pizza 4 fromages";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Très Bon restaurant! Le personnel est au top!Les pizzas mais aussi les pâtes sont très bonne!";2;"positive";"personnel";"Le personnel est au top";"-";"-";"-";"positive";"pizzas, pâtes";"Les pizzas mais aussi les pâtes sont très bonne";"-";"-";"-";"positive";"restaurant";"Très Bon restaurant";"-";"-";"-";"Nouvelle carte et nouvelle deco , Nino le patron nous fait voyager en Sicile. Pizzas succulentes et plats typiques italiens de qualité. Excellent rapport qualité prix. Je recommande";2;"positive";"patron";"Nino le patron nous fait voyager en Sicile";"positive";"deco";"Nouvelle carte et nouvelle deco";"positive";"carte, plats";"Pizzas succulentes et plats typiques italiens de qualité";"positive";"qualité prix";"Excellent rapport qualité prix";"-";"-";"-";"-";"-";"-";"neutral";"positive";"neutral";"positive";"positive";"-"
51285493;5667ccb7d1db7e18d303baef;"Cadre très agréable, avec une terrasse extérieure. Bonne crêperie avec un personnel à l'écoute et serviable. Pas d'attente entre deux plats. Bon rapport qualité/prix.";4;"positive";"personnel, attente";"Pas d'attente entre deux plats";"positive";"Cadre, terrasse";"avec une terrasse extérieure";"positive";"plats";"Pas d'attente entre deux plats";"positive";"qualité / prix";"Bon rapport qualité/prix";"-";"-";"-";"-";"-";"-";"Accueil et service excellent, galettes excellentes, originales  et bien garnies, grand choix de salades . Bref bon rapport qualité prix ! Terrasse";4;"positive";"Accueil, service";"Accueil et service excellent";"positive";"Terrasse";"Terrasse";"positive";"galettes, salades";"grand choix de salades";"positive";"qualité prix";"Bref bon rapport qualité prix";"-";"-";"-";"-";"-";"-";"Galettes et salades extras ambiance zen et familiale +++ terrasse prix justifies";4;"-";"-";"-";"neutral";"ambiance";"Galettes et salades extras ambiance zen et familiale +++ terrasse prix justifies";"neutral";"Galettes, salades";"Galettes et salades extras ambiance zen et familiale +++ terrasse prix justifies";"neutral";"prix";"Galettes et salades extras ambiance zen et familiale +++ terrasse prix justifies";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"positive";"-";"-"
51289797;5667cc9bd1db7e18d30397a7;"Voici un restaurant de quartier bien sympa. Mais c'est plus pour le midi en semaine à mon avis. La cuisine traditionnelle est bonne. C'est servi copieusement. L'accueil est sympatique. Les prix sont corrects.";4;"positive";"accueil";"L'accueil est sympatique";"-";"-";"-";"positive";"cuisine";"La cuisine traditionnelle est bonne";"positive";"prix";"Les prix sont corrects";"positive";"restaurant";"Voici un restaurant de quartier bien sympa";"-";"-";"-";"Voici un restaurant de quartier bien sympa. Mais c'est plus pour le midi en semaine à mon avis. La cuisine traditionnelle est bonne. C'est servi copieusement. L'accueil est sympatique. Les prix sont corrects.";4;"positive";"accueil";"L'accueil est sympatique";"-";"-";"-";"positive";"cuisine";"La cuisine traditionnelle est bonne";"positive";"prix";"Les prix sont corrects";"positive";"restaurant";"Voici un restaurant de quartier bien sympa";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"positive";"-"
51293314;5667ccb8d1db7e18d303be29;"Petit restaurant tres sympas avec un super acceuille de tout l'equipe. Enfin un vrai restaurant ou tout est fait maison.";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"restaurant, restaurant";"Petit restaurant tres sympas avec un super acceuille de tout l'equipe";"-";"-";"-";"Petit restaurant tres sympas avec un super acceuille de tout l'equipe. Enfin un vrai restaurant ou tout est fait maison.";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"restaurant, restaurant";"Petit restaurant tres sympas avec un super acceuille de tout l'equipe";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-"
51299859;5667cc9cd1db7e18d303997a;"Les pizzas sont très bonnes, le personnel très aimable. Très bon rapport qualité prix";4;"positive";"personnel";"le personnel très aimable";"-";"-";"-";"positive";"pizzas";"Les pizzas sont très bonnes";"positive";"qualité prix";"Très bon rapport qualité prix";"-";"-";"-";"-";"-";"-";"Les pizzas sont très bonnes, le personnel très aimable. Très bon rapport qualité prix";4;"positive";"personnel";"le personnel très aimable";"-";"-";"-";"positive";"pizzas";"Les pizzas sont très bonnes";"positive";"qualité prix";"Très bon rapport qualité prix";"-";"-";"-";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"-";"-"
51302385;57ddc7d14529b94c2a63e994;"Le menu est un peu cher pour ce que c'est, nous étions un groupe et en étant servi en dernier, nous avons eu à peine le tiers de garniture comparé aux premiers. Le service est très long heureusement que les serveurs sont sympa 3h entre l'entrée et le dessert. Mais le pire est de laisser les gens fumer dans cette salle alors qu'elle fait encore restaurant c' est plutôt moyen pour les gens qui ne fument pas et qui mangent.";2;"negative";"service, serveurs";"Le service est très long heureusement que les serveurs sont sympa 3h entre l'entrée et le dessert";"-";"-";"-";"negative";"menu, dessert";"Le service est très long heureusement que les serveurs sont sympa 3h entre l'entrée et le dessert";"-";"-";"-";"negative";"restaurant";"Mais le pire est de laisser les gens fumer dans cette salle alors qu'elle fait encore restaurant c' est plutôt moyen pour les gens qui ne fument pas et qui mangent";"-";"-";"-";": Depuis le temps qu'on attendait un endroit sympa dans la région... Soirée latino le jeudi soir (été) et les autres soirées du vendredi ou samedi très sympas avec des boissons qui ne sont pas hors de prix, une déco moderne et des serveuses très sympas... à faire entre amis.";2;"positive";"serveuses";"une déco moderne et des serveuses très sympas";"positive";"déco";"une déco moderne et des serveuses très sympas";"positive";"boissons";"Soirée latino le jeudi soir (été) et les autres soirées du vendredi ou samedi très sympas avec des boissons qui ne sont pas hors de prix";"positive";"prix";"Soirée latino le jeudi soir (été) et les autres soirées du vendredi ou samedi très sympas avec des boissons qui ne sont pas hors de prix";"positive";"endroit";"Depuis le temps qu'on attendait un endroit sympa dans la région";"-";"-";"-";"Le menu est un peu cher pour ce que c'est, nous étions un groupe et en étant servi en dernier, nous avons eu à peine le tiers de garniture comparé aux premiers. Le service est très long heureusement que les serveurs sont sympa 3h entre l'entrée et le dessert. Mais le pire est de laisser les gens fumer dans cette salle alors qu'elle fait encore restaurant c' est plutôt moyen pour les gens qui ne fument pas et qui mangent.";2;"negative";"service, serveurs";"Le service est très long heureusement que les serveurs sont sympa 3h entre l'entrée et le dessert";"-";"-";"-";"negative";"menu, dessert";"Le service est très long heureusement que les serveurs sont sympa 3h entre l'entrée et le dessert";"-";"-";"-";"negative";"restaurant";"Mais le pire est de laisser les gens fumer dans cette salle alors qu'elle fait encore restaurant c' est plutôt moyen pour les gens qui ne fument pas et qui mangent";"-";"-";"-";"neutral";"positive";"neutral";"positive";"neutral";"-"
51308242;5667cc9cd1db7e18d3039b82;"perso je ne fais que du a emporter mais j'y suis deja entré et je trouve que c'est pas mal, la cuisine est excellente avec un bon rapport qualité prix ! il y a du choix et pour l'apero des chips de crevettes excellentes !!!";4;"-";"-";"-";"-";"-";"-";"positive";"cuisine, chips de crevettes";"il y a du choix et pour l'apero des chips de crevettes excellentes";"positive";"qualité prix";"la cuisine est excellente avec un bon rapport qualité prix";"-";"-";"-";"-";"-";"-";"tenu par des personnes originaires du pays dont ils cuisinent les plats,c'est plaisant dans un contexte actuel et pas de buffet à volonté avec une nourriture basique mais des plats frais avec un bon rapport qualité/prix";4;"-";"-";"-";"-";"-";"-";"positive";"plats, nourriture, plats";"tenu par des personnes originaires du pays dont ils cuisinent les plats";"positive";"qualité / prix";"c'est plaisant dans un contexte actuel et pas de buffet à volonté avec une nourriture basique mais des plats frais avec un bon rapport qualité/prix";"-";"-";"-";"-";"-";"-";"perso je ne fais que du a emporter mais j'y suis deja entré et je trouve que c'est pas mal, la cuisine est excellente avec un bon rapport qualité prix ! il y a du choix et pour l'apero des chips de crevettes excellentes !!!";4;"-";"-";"-";"-";"-";"-";"positive";"cuisine, chips de crevettes";"il y a du choix et pour l'apero des chips de crevettes excellentes";"positive";"qualité prix";"la cuisine est excellente avec un bon rapport qualité prix";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"-";"-"
51323249;5667cc9cd1db7e18d3039e70;"Très déçus pizza médiocre très peux garni.a éviter.tres difficile à trouver.";1;"-";"-";"-";"-";"-";"-";"negative";"pizza";"Très déçus pizza médiocre très peux garni";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Très déçus pizza médiocre très peux garni.a éviter.tres difficile à trouver.";1;"-";"-";"-";"-";"-";"-";"negative";"pizza";"Très déçus pizza médiocre très peux garni";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";1;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"negative";"-";"-";"-"
51337735;568693369a8abe140902c3e7;"Jusqu'a aujourd'hui  c'est le kebab le plus delicieux que je n'ai jamais mange â l'etranger. Le patron est tres souriant et acceuillant . Et les prix sont abordables. Je le recommande vivememt .";5;"positive";"patron";"Le patron est tres souriant et acceuillant";"-";"-";"-";"-";"-";"-";"positive";"prix";"Et les prix sont abordables";"-";"-";"-";"-";"-";"-";"Jusqu'a aujourd'hui  c'est le kebab le plus delicieux que je n'ai jamais mange â l'etranger. Le patron est tres souriant et acceuillant . Et les prix sont abordables. Je le recommande vivememt .";5;"positive";"patron";"Le patron est tres souriant et acceuillant";"-";"-";"-";"-";"-";"-";"positive";"prix";"Et les prix sont abordables";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"-";"positive";"-";"-"
51338748;5667cc9dd1db7e18d3039f3d;"Franchement delicieux et peu cher mais le seul probleme c qui ne font pas une pizza acheter une pizza gratuite. Le personnel est tres agréable et accueillant et les tarifs sont raisonnable.";4;"positive";"personnel";"Le personnel est tres agréable et accueillant et les tarifs sont raisonnable";"-";"-";"-";"positive";"pizza, pizza";"Franchement delicieux et peu cher mais le seul probleme c qui ne font pas une pizza acheter une pizza gratuite";"positive";"tarifs";"Le personnel est tres agréable et accueillant et les tarifs sont raisonnable";"-";"-";"-";"-";"-";"-";"Franchement delicieux et peu cher mais le seul probleme c qui ne font pas une pizza acheter une pizza gratuite. Le personnel est tres agréable et accueillant et les tarifs sont raisonnable.";4;"positive";"personnel";"Le personnel est tres agréable et accueillant et les tarifs sont raisonnable";"-";"-";"-";"positive";"pizza, pizza";"Franchement delicieux et peu cher mais le seul probleme c qui ne font pas une pizza acheter une pizza gratuite";"positive";"tarifs";"Le personnel est tres agréable et accueillant et les tarifs sont raisonnable";"-";"-";"-";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"-";"-"
51343340;5667ccbad1db7e18d303c60e;"Tres agrebale de dejuener l'été sur la petite terrasse qui se situe dans l'arrier cour. Tout est frais . Et pour les gourmands les desserts sont super";4;"-";"-";"-";"positive";"terrasse";"Tres agrebale de dejuener l'été sur la petite terrasse qui se situe dans l'arrier cour";"positive";"desserts";"Et pour les gourmands les desserts sont super";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Tres agrebale de dejuener l'été sur la petite terrasse qui se situe dans l'arrier cour. Tout est frais . Et pour les gourmands les desserts sont super";4;"-";"-";"-";"positive";"terrasse";"Tres agrebale de dejuener l'été sur la petite terrasse qui se situe dans l'arrier cour";"positive";"desserts";"Et pour les gourmands les desserts sont super";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"-";"-";"-"
51343782;5667cc9dd1db7e18d303a292;"resto sympa, accueil chaleureux , très bonne cuisine je recommande , j'y suis allé plusieurs fois notamment pour un baptême , jamais déçu !!";4;"positive";"accueil";"accueil chaleureux";"-";"-";"-";"positive";"cuisine";"très bonne cuisine je recommande";"-";"-";"-";"positive";"resto";"resto sympa";"-";"-";"-";"resto sympa, accueil chaleureux , très bonne cuisine je recommande , j'y suis allé plusieurs fois notamment pour un baptême , jamais déçu !!";4;"positive";"accueil";"accueil chaleureux";"-";"-";"-";"positive";"cuisine";"très bonne cuisine je recommande";"-";"-";"-";"positive";"resto";"resto sympa";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"positive";"-"
51345377;57bdd9a61f46143f412026a6;"Malgré une ambiance caniculaire, à proximité immédiate de la Place du Marché, il subsiste une oasis de fraîcheur et de bon goût, dans cette bonne adresse à retenir impérativement. Accueillis avec courtoisie, comme toute grande maison qui se respecte, nous sommes entrés dans un espace raffiné, avec nappes en tissu sur les tables et serviettes également en tissu. Détails rares et appréciés . En choisissant le menu d'entrée de gammes à 19 euros entrée +plat ou plat+dessert, il nous a été possible d'accéder à une cuisine fine et recherchée. Excellent moment. Excellent endroit. Nous reviendrons.";5;"-";"-";"-";"positive";"ambiance";"Malgré une ambiance caniculaire";"positive";"cuisine";"il nous a été possible d'accéder à une cuisine fine et recherchée";"-";"-";"-";"positive";"adresse, endroit";"Excellent endroit";"-";"-";"-";"Restaurant de Cabourg sur la place du marché. Excellent rapport qualité prix.";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"qualité prix";"Excellent rapport qualité prix";"positive";"Restaurant";"Restaurant de Cabourg sur la place du marché";"-";"-";"-";"Bon accueil. Table, cuisine, service soignés dans une salle agréable. Bon rapport qualité /prix.";5;"positive";"accueil, service";"service soignés dans une salle agréable";"-";"-";"-";"positive";"cuisine";"cuisine";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"positive";"positive";"-"
51346996;591a1b5f71790461288ddffa;"Service top, pâtes dans la meule de parmesan, serveuses très agréable ... et c'est trop bon !";5;"positive";"Service, serveuses";"serveuses très agréable";"-";"-";"-";"positive";"pâtes";"pâtes dans la meule de parmesan";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Service top, pâtes dans la meule de parmesan, serveuses très agréable ... et c'est trop bon !";5;"positive";"Service, serveuses";"serveuses très agréable";"-";"-";"-";"positive";"pâtes";"pâtes dans la meule de parmesan";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"-";"-"
